	0
R2	0.7887493232784089
MSE	0.005285109750254479
MAE	0.056804922563667606
pearsonCor	0.8881982922689415
pearsonCorPvalue	3.0570234168642947e-307
spearmanCor	0.7765450119858545
spearmanCorPvalue	2.3793837111343987e-183
