	0
R2	0.7872666502867853
MSE	0.005234031941882886
MAE	0.05584789349255683
pearsonCor	0.8874127332440757
pearsonCorPvalue	4.4802e-319
spearmanCor	0.8020038467138121
spearmanCorPvalue	4.973244366638704e-213
