	0
R2	0.8065138717776792
MSE	0.004915710324278779
MAE	0.054009024843156346
pearsonCor	0.8989406044866154
pearsonCorPvalue	0.0
spearmanCor	0.8131808613642547
spearmanCorPvalue	3.972035425093255e-224
