	0
R2	0.8122940013991395
MSE	0.005200969073682902
MAE	0.05446553770055039
pearsonCor	0.9018720059979174
pearsonCorPvalue	0.0
spearmanCor	0.8346028958236584
spearmanCorPvalue	3.844685434735561e-245
