	0
R2	0.7855564391960193
MSE	0.005592156728797683
MAE	0.05641638772981316
pearsonCor	0.8868914584636631
pearsonCorPvalue	3.634370537e-315
spearmanCor	0.7947747364850201
spearmanCorPvalue	1.4712533013726608e-204
