	0
R2	0.7944949898601912
MSE	0.004892704011989355
MAE	0.0542275510961477
pearsonCor	0.891457940597621
pearsonCorPvalue	1.236280405094264e-267
spearmanCor	0.8060024491348091
spearmanCorPvalue	5.419772023417437e-178
