	0
R2	0.8071414842431255
MSE	0.00493579290424838
MAE	0.05623330291020416
pearsonCor	0.8986802894998772
pearsonCorPvalue	0.0
spearmanCor	0.8004592634132944
spearmanCorPvalue	4.6404674875424003e-212
