	0
R2	0.7822806458591312
MSE	0.005466096413425611
MAE	0.05709581981212467
pearsonCor	0.8852006377490379
pearsonCorPvalue	4.6719703160825516e-290
spearmanCor	0.8260900013339718
spearmanCorPvalue	6.537776330127259e-218
