	0
R2	0.8007337450992109
MSE	0.005759462629667895
MAE	0.05774144259012186
pearsonCor	0.8952178590359209
pearsonCorPvalue	0.0
spearmanCor	0.8279997693141984
spearmanCorPvalue	6.72053565409675e-238
